Name,ISO3,ID,Year,Age,Pop,PAR,incidence_rate_all_age_rmean,incidence_rate_all_age_LCI,incidence_rate_all_age_median,incidence_rate_all_age_UCI
Adamawa,NGA,10315851,2005,all_age,3261710.291,3261710.291,0.458999467,0.25790539,0.449681328,0.679628299
Borno,NGA,10316414,2005,all_age,4305496.898,4305496.898,0.31994397,0.124630486,0.2877503,0.602878128
Edo,NGA,10312855,2006,all_age,3383625.431,3383625.431,0.386201011,0.201844294,0.378384569,0.601618382
Kano,NGA,10312921,2006,all_age,9950545.025,9950545.025,0.396118876,0.180264142,0.380273703,0.698484053
Bayelsa,NGA,10312967,2006,all_age,1848321.419,1848321.419,0.315075974,0.138215697,0.29892621,0.553648057
Zamfara,NGA,10312979,2006,all_age,3504068.668,3504068.668,0.422091197,0.162951767,0.42316488,0.748016922
Ebonyi,NGA,10313027,2006,all_age,2316877.594,2316877.594,0.490114473,0.317609118,0.485190566,0.699143934
Ogun,NGA,10313043,2006,all_age,4136321.692,4136321.692,0.280017055,0.159387312,0.270831899,0.46665598
Federal Capital Territory,NGA,10313058,2006,all_age,1476475.511,1476475.511,0.501932158,0.296270558,0.499848025,0.705091941
Abia,NGA,10313078,2006,all_age,3012367.83,3012367.83,0.486625149,0.312437021,0.484117834,0.686590959
Osun,NGA,10313126,2006,all_age,3616191.473,3616191.473,0.434407531,0.265453822,0.429060463,0.643582998
Anambra,NGA,10313334,2006,all_age,4566056.746,4566056.746,0.454139598,0.277305059,0.449140784,0.665911568
Delta,NGA,10313483,2006,all_age,4200824.728,4200824.728,0.286166367,0.12653332,0.275520906,0.496776548
Oyo,NGA,10313522,2006,all_age,5901793.567,5901793.567,0.416534869,0.271019686,0.408206305,0.603211566
Plateau,NGA,10313750,2006,all_age,3384336.059,3384336.059,0.451799477,0.222926101,0.451165988,0.719299352
Akwa Ibom,NGA,10313817,2006,all_age,4062026.97,4062026.97,0.483285284,0.303104883,0.483830305,0.699809251
Lagos,NGA,10313859,2006,all_age,9306621.211,9306621.211,0.12172836,0.03508071,0.113809166,0.266850741
Gombe,NGA,10313923,2006,all_age,2506237.75,2506237.75,0.473120794,0.197122943,0.473612253,0.77451769
Kwara,NGA,10314245,2006,all_age,2410035.208,2410035.208,0.499352899,0.29904485,0.49086603,0.688588021
Ekiti,NGA,10314343,2006,all_age,2512673.334,2512673.334,0.46866307,0.281174619,0.465868305,0.669276748
Yobe,NGA,10314496,2006,all_age,2521258.594,2521258.594,0.378441331,0.128539136,0.347729863,0.775979297
Kebbi,NGA,10314662,2006,all_age,3484774.737,3484774.737,0.439486006,0.18242644,0.433875058,0.709097937
Cross River,NGA,10314810,2006,all_age,3077402.457,3077402.457,0.482078466,0.316159605,0.480387141,0.683082216
Nasarawa,NGA,10314878,2006,all_age,1954904.229,1954904.229,0.524683371,0.308672144,0.521034475,0.761186172
Katsina,NGA,10314910,2006,all_age,6248281.786,6248281.786,0.411078211,0.171322411,0.394209852,0.710927479
Benue,NGA,10314912,2006,all_age,4509582.953,4509582.953,0.524439984,0.300989695,0.526492573,0.745398868
Kaduna,NGA,10315174,2006,all_age,6429380.09,6429380.09,0.521977526,0.307180818,0.51244441,0.757188113
Kogi,NGA,10315316,2006,all_age,3321336.081,3321336.081,0.499176977,0.328949479,0.490728606,0.695846144
Imo,NGA,10315365,2006,all_age,4278201.693,4278201.693,0.500797163,0.320971371,0.497828362,0.699684261
Sokoto,NGA,10315512,2006,all_age,3935738.612,3935738.612,0.293106995,0.096733405,0.280766127,0.547641679
Enugu,NGA,10315516,2006,all_age,3479002.449,3479002.449,0.31173882,0.18609893,0.307281376,0.49555977
Niger,NGA,10315577,2006,all_age,4256308.996,4256308.996,0.560897399,0.348532024,0.55827461,0.779530673
Bauchi,NGA,10315631,2006,all_age,4994514.362,4994514.362,0.476107467,0.248285568,0.46773768,0.784644575
Jigawa,NGA,10315654,2006,all_age,4649378.968,4649378.968,0.393796694,0.155718885,0.383575893,0.750659278
Rivers,NGA,10315660,2006,all_age,5415401.098,5415401.098,0.422764399,0.256083508,0.416775381,0.621970024
Taraba,NGA,10315664,2006,all_age,2676591.681,2676591.681,0.489325958,0.29738114,0.479860676,0.719866312
Ondo,NGA,10315731,2006,all_age,3035707.232,3035707.232,0.410860794,0.232985882,0.404750847,0.598986569
Adamawa,NGA,10315851,2006,all_age,3322997.26,3322997.26,0.444081022,0.24630072,0.431020613,0.677047514
Borno,NGA,10316414,2006,all_age,4390453.928,4390453.928,0.321668178,0.127143024,0.287722,0.606638243
Edo,NGA,10312855,2007,all_age,3451762.381,3451762.381,0.390354038,0.210587059,0.38079227,0.601989355
Kano,NGA,10312921,2007,all_age,10366499.64,10366499.64,0.403506128,0.194853785,0.388169264,0.689456016
Bayelsa,NGA,10312967,2007,all_age,1765433.579,1765433.579,0.290334379,0.13487205,0.274422747,0.521485491
Zamfara,NGA,10312979,2007,all_age,3560684.625,3560684.625,0.453591492,0.194966172,0.448846222,0.756479555
Ebonyi,NGA,10313027,2007,all_age,2397842.119,2397842.119,0.495725047,0.327863013,0.488040564,0.705091206
Ogun,NGA,10313043,2007,all_age,4485088.182,4485088.182,0.289354017,0.165244596,0.283433047,0.473057491
Federal Capital Territory,NGA,10313058,2007,all_age,1664894.654,1664894.654,0.465436113,0.256487804,0.458811523,0.69646951
Abia,NGA,10313078,2007,all_age,3146187.987,3146187.987,0.482034093,0.311926787,0.479032502,0.682879791
Osun,NGA,10313126,2007,all_age,3719031.659,3719031.659,0.437076972,0.26732869,0.432390741,0.641675921
Anambra,NGA,10313334,2007,all_age,4752837.784,4752837.784,0.445820568,0.270752126,0.439682436,0.654246353
Delta,NGA,10313483,2007,all_age,4266943.35,4266943.35,0.267002018,0.130514417,0.256253748,0.463735939
Oyo,NGA,10313522,2007,all_age,5997025.528,5997025.528,0.421849493,0.273473914,0.411892665,0.609522441
Plateau,NGA,10313750,2007,all_age,3748066.592,3748066.592,0.470100446,0.247828701,0.464898365,0.722526254
Akwa Ibom,NGA,10313817,2007,all_age,4013896.341,4013896.341,0.471383035,0.294829101,0.468076594,0.685797157
Lagos,NGA,10313859,2007,all_age,9209491.91,9209491.91,0.126460356,0.041102542,0.118488032,0.266920178
Gombe,NGA,10313923,2007,all_age,2571954.9,2571954.9,0.47199024,0.206441009,0.469736117,0.768310598
Kwara,NGA,10314245,2007,all_age,2472049.86,2472049.86,0.49573407,0.305248024,0.487797191,0.68061421
Ekiti,NGA,10314343,2007,all_age,2473763.334,2473763.334,0.454544002,0.275064975,0.45039817,0.653264792
Yobe,NGA,10314496,2007,all_age,2633266.322,2633266.322,0.392834308,0.153100888,0.361056783,0.781739878
Kebbi,NGA,10314662,2007,all_age,3595989.014,3595989.014,0.47456587,0.214177786,0.476217152,0.735300889
Cross River,NGA,10314810,2007,all_age,3086744.085,3086744.085,0.475366366,0.311686192,0.473315778,0.673770007
Nasarawa,NGA,10314878,2007,all_age,2130712.865,2130712.865,0.514523702,0.295305076,0.515797209,0.746406843
Katsina,NGA,10314910,2007,all_age,6477174.822,6477174.822,0.442877218,0.202028101,0.430938156,0.740917889
Benue,NGA,10314912,2007,all_age,4785244.942,4785244.942,0.524117086,0.307864516,0.530445644,0.737862102
Kaduna,NGA,10315174,2007,all_age,6682705.733,6682705.733,0.500553362,0.29089083,0.492994004,0.736752512
Kogi,NGA,10315316,2007,all_age,3345795.479,3345795.479,0.492211048,0.33074483,0.479971601,0.69201364
Imo,NGA,10315365,2007,all_age,4584474.082,4584474.082,0.498133733,0.322043376,0.494161494,0.694950304
Sokoto,NGA,10315512,2007,all_age,4124004.577,4124004.577,0.322020944,0.121863657,0.308203827,0.594664365
Enugu,NGA,10315516,2007,all_age,3597731.089,3597731.089,0.321732618,0.192602487,0.313713639,0.510404438
Niger,NGA,10315577,2007,all_age,4568943.734,4568943.734,0.549113538,0.336834825,0.547423496,0.778340691
Bauchi,NGA,10315631,2007,all_age,5134562.719,5134562.719,0.496833974,0.271623373,0.489117293,0.799604199
Jigawa,NGA,10315654,2007,all_age,4750419.925,4750419.925,0.398699686,0.170392624,0.385010387,0.744095868
Rivers,NGA,10315660,2007,all_age,5366519.958,5366519.958,0.395680146,0.23108723,0.390478912,0.59409031
Taraba,NGA,10315664,2007,all_age,2891643.511,2891643.511,0.486284315,0.292172342,0.477099748,0.714538894
Ondo,NGA,10315731,2007,all_age,3106010.492,3106010.492,0.413871961,0.243346209,0.407165235,0.59975077
Adamawa,NGA,10315851,2007,all_age,3376091.198,3376091.198,0.407749898,0.215301898,0.392191123,0.647579362
Borno,NGA,10316414,2007,all_age,4458856.958,4458856.958,0.320638416,0.135509453,0.294296245,0.589408596
Edo,NGA,10312855,2008,all_age,3513903.549,3513903.549,0.394383591,0.225744081,0.391882587,0.599143715
Kano,NGA,10312921,2008,all_age,10801204.14,10801204.14,0.428238387,0.242010266,0.412425399,0.689130825
Bayelsa,NGA,10312967,2008,all_age,1677465.441,1677465.441,0.265390645,0.131346036,0.251399548,0.482170926
Zamfara,NGA,10312979,2008,all_age,3611539.694,3611539.694,0.511742803,0.271884367,0.509843319,0.781887669
Ebonyi,NGA,10313027,2008,all_age,2482877.851,2482877.851,0.49306077,0.336063618,0.484875807,0.702884675
Ogun,NGA,10313043,2008,all_age,4887091.674,4887091.674,0.304029624,0.177084967,0.297211131,0.474367043
Federal Capital Territory,NGA,10313058,2008,all_age,1878473.894,1878473.894,0.378579736,0.202744155,0.368244339,0.623390363
Abia,NGA,10313078,2008,all_age,3285387.057,3285387.057,0.465515593,0.299201235,0.462999244,0.665175118
Osun,NGA,10313126,2008,all_age,3816637.08,3816637.08,0.441299712,0.281150669,0.43708232,0.633108674
Anambra,NGA,10313334,2008,all_age,4945053.661,4945053.661,0.407896882,0.250708517,0.398998441,0.633763851
Delta,NGA,10313483,2008,all_age,4324055.325,4324055.325,0.245041054,0.138905604,0.232223678,0.420651691
Oyo,NGA,10313522,2008,all_age,6067901.161,6067901.161,0.431523241,0.285116656,0.423764269,0.617923897
Plateau,NGA,10313750,2008,all_age,4164651.804,4164651.804,0.498053751,0.30922315,0.491359415,0.715804221
Akwa Ibom,NGA,10313817,2008,all_age,3940576.951,3940576.951,0.451831933,0.279705714,0.44953897,0.6551764
Lagos,NGA,10313859,2008,all_age,9045520.182,9045520.182,0.130967336,0.055261878,0.126708186,0.23923657
Gombe,NGA,10313923,2008,all_age,2636253.755,2636253.755,0.465537365,0.23770966,0.460361564,0.734682153
Kwara,NGA,10314245,2008,all_age,2534731.802,2534731.802,0.490972086,0.318972078,0.482912626,0.678824093
Ekiti,NGA,10314343,2008,all_age,2427637.802,2427637.802,0.426002368,0.256400052,0.42033333,0.62675499
Yobe,NGA,10314496,2008,all_age,2749515.925,2749515.925,0.4171734,0.21070462,0.390033231,0.759799117
Kebbi,NGA,10314662,2008,all_age,3706200.64,3706200.64,0.526736952,0.294768417,0.521580181,0.77541534
Cross River,NGA,10314810,2008,all_age,3076478.282,3076478.282,0.460126117,0.295595784,0.457449861,0.659631582
Nasarawa,NGA,10314878,2008,all_age,2326298.751,2326298.751,0.493343206,0.296564821,0.48839862,0.724587427
Katsina,NGA,10314910,2008,all_age,6711469.74,6711469.74,0.512044406,0.283319991,0.505137069,0.793054016
Benue,NGA,10314912,2008,all_age,5092746.742,5092746.742,0.516589428,0.317711971,0.518492652,0.718569206
Kaduna,NGA,10315174,2008,all_age,6946149.199,6946149.199,0.475277649,0.295360276,0.462908556,0.699853509
Kogi,NGA,10315316,2008,all_age,3358366.967,3358366.967,0.476603273,0.320241758,0.463585786,0.688930743
Imo,NGA,10315365,2008,all_age,4929123.8,4929123.8,0.468896164,0.315437885,0.462206848,0.647771606
Sokoto,NGA,10315512,2008,all_age,4320034.148,4320034.148,0.372952986,0.185835001,0.364682675,0.653973755
Enugu,NGA,10315516,2008,all_age,3720575.932,3720575.932,0.32533017,0.196325675,0.317778864,0.512564738
Niger,NGA,10315577,2008,all_age,4921538.174,4921538.174,0.511049367,0.323533669,0.498970035,0.732287332
Bauchi,NGA,10315631,2008,all_age,5272309.194,5272309.194,0.53258191,0.325869247,0.519609427,0.808167019
Jigawa,NGA,10315654,2008,all_age,4841702.154,4841702.154,0.410621701,0.21525839,0.392938724,0.714541661
Rivers,NGA,10315660,2008,all_age,5304633.273,5304633.273,0.35295681,0.209902014,0.346873782,0.54170776
Taraba,NGA,10315664,2008,all_age,3137800.821,3137800.821,0.47052543,0.305523349,0.460433205,0.6861592
Ondo,NGA,10315731,2008,all_age,3175804.877,3175804.877,0.41691338,0.256770763,0.412046481,0.61282366
Adamawa,NGA,10315851,2008,all_age,3420693.893,3420693.893,0.335736337,0.191412749,0.322793071,0.529329153
Borno,NGA,10316414,2008,all_age,4511570.436,4511570.436,0.317587452,0.163579313,0.301459071,0.562163747
Edo,NGA,10312855,2009,all_age,3569616.002,3569616.002,0.388719062,0.239617214,0.384875831,0.574610696
Kano,NGA,10312921,2009,all_age,11246390.3,11246390.3,0.447194877,0.29560099,0.433908466,0.682954949
Bayelsa,NGA,10312967,2009,all_age,1587260.314,1587260.314,0.245636383,0.126531452,0.239123009,0.435245313
Zamfara,NGA,10312979,2009,all_age,3655942.078,3655942.078,0.568179341,0.314686788,0.564581155,0.826989499
Ebonyi,NGA,10313027,2009,all_age,2567171.998,2567171.998,0.478283996,0.304681951,0.471142896,0.691370075
Ogun,NGA,10313043,2009,all_age,5335401.681,5335401.681,0.311362416,0.188654619,0.306326792,0.469275773
Federal Capital Territory,NGA,10313058,2009,all_age,2118501.678,2118501.678,0.268568255,0.152908017,0.259140859,0.442743199
Abia,NGA,10313078,2009,all_age,3430728.55,3430728.55,0.4148513,0.266344685,0.407139669,0.627179033
Osun,NGA,10313126,2009,all_age,3907996.591,3907996.591,0.439318478,0.288806128,0.429108719,0.629332215
Anambra,NGA,10313334,2009,all_age,5141633.93,5141633.93,0.34074911,0.19698109,0.333854543,0.556550606
Delta,NGA,10313483,2009,all_age,4370584.183,4370584.183,0.222423341,0.127694531,0.213113327,0.369720438
Oyo,NGA,10313522,2009,all_age,6120827.958,6120827.958,0.434215183,0.28408064,0.425312689,0.626073258
Plateau,NGA,10313750,2009,all_age,4635841.839,4635841.839,0.512146568,0.348267899,0.503361384,0.695380569
Akwa Ibom,NGA,10313817,2009,all_age,3842609.238,3842609.238,0.412710658,0.247730512,0.409534609,0.623112324
Lagos,NGA,10313859,2009,all_age,8828588.051,8828588.051,0.13140553,0.0672889,0.129451121,0.207305732
Gombe,NGA,10313923,2009,all_age,2698888.803,2698888.803,0.438542996,0.250593345,0.427623888,0.679026566
Kwara,NGA,10314245,2009,all_age,2596600.715,2596600.715,0.473803159,0.317034776,0.464508051,0.666710405
Ekiti,NGA,10314343,2009,all_age,2375516.225,2375516.225,0.379842767,0.231222872,0.375893106,0.560545733
Yobe,NGA,10314496,2009,all_age,2868542.665,2868542.665,0.42663613,0.252958206,0.405043725,0.702661402
Kebbi,NGA,10314662,2009,all_age,3814271.459,3814271.459,0.564488438,0.357209064,0.557858586,0.790207974
Cross River,NGA,10314810,2009,all_age,3054082.873,3054082.873,0.43058559,0.265968496,0.428721381,0.63693423
Nasarawa,NGA,10314878,2009,all_age,2541372.752,2541372.752,0.453167224,0.285969869,0.447449123,0.660019243
Katsina,NGA,10314910,2009,all_age,6949896.681,6949896.681,0.570547162,0.347235928,0.565037696,0.840965848
Benue,NGA,10314912,2009,all_age,5428985.166,5428985.166,0.491571728,0.304901856,0.492485553,0.687077855
Kaduna,NGA,10315174,2009,all_age,7216407.116,7216407.116,0.436461227,0.288650639,0.422014619,0.629156549
Kogi,NGA,10315316,2009,all_age,3360619.361,3360619.361,0.442466811,0.28308056,0.437035679,0.656303358
Imo,NGA,10315365,2009,all_age,5310725.297,5310725.297,0.368556532,0.228275051,0.362736771,0.569997531
Sokoto,NGA,10315512,2009,all_age,4521913.894,4521913.894,0.428374649,0.232058235,0.418893247,0.683933167
Enugu,NGA,10315516,2009,all_age,3847757.753,3847757.753,0.318270777,0.189728574,0.312179265,0.505944347
Niger,NGA,10315577,2009,all_age,5313559.056,5313559.056,0.441443992,0.292781988,0.429872073,0.616559239
Bauchi,NGA,10315631,2009,all_age,5405890.076,5405890.076,0.549546735,0.365027581,0.540232237,0.789052223
Jigawa,NGA,10315654,2009,all_age,4924627.8,4924627.8,0.409577201,0.252917995,0.395580237,0.649520134
Rivers,NGA,10315660,2009,all_age,5231438.579,5231438.579,0.301778281,0.180534158,0.296042425,0.485361574
Taraba,NGA,10315664,2009,all_age,3415188.422,3415188.422,0.436423485,0.284594557,0.422708285,0.61282032
Ondo,NGA,10315731,2009,all_age,3245735.149,3245735.149,0.410242022,0.267212702,0.410057583,0.596670484
Adamawa,NGA,10315851,2009,all_age,3456895.69,3456895.69,0.26368889,0.157692021,0.256048086,0.396118068
Borno,NGA,10316414,2009,all_age,4549925.285,4549925.285,0.305748357,0.17313884,0.290627012,0.494976626
Edo,NGA,10312855,2010,all_age,3618069.057,3618069.057,0.366155159,0.224095668,0.355880174,0.540446697
Kano,NGA,10312921,2010,all_age,11701750.92,11701750.92,0.432804199,0.295694109,0.416375866,0.648261218
Bayelsa,NGA,10312967,2010,all_age,1498241.516,1498241.516,0.237033029,0.122113504,0.230021862,0.414794205
Zamfara,NGA,10312979,2010,all_age,3693798.865,3693798.865,0.596165525,0.346878268,0.597572533,0.857158025
Ebonyi,NGA,10313027,2010,all_age,2650719.711,2650719.711,0.450778726,0.272951902,0.446960248,0.683298681
Ogun,NGA,10313043,2010,all_age,5837454.518,5837454.518,0.289987458,0.176321302,0.286265146,0.427261938
Federal Capital Territory,NGA,10313058,2010,all_age,2385905.254,2385905.254,0.200923136,0.118540579,0.195398829,0.31846333
Abia,NGA,10313078,2010,all_age,3579772.38,3579772.38,0.340505286,0.203648042,0.337946594,0.555175876
Osun,NGA,10313126,2010,all_age,3996089.472,3996089.472,0.421039932,0.276730305,0.417669044,0.617819526
Anambra,NGA,10313334,2010,all_age,5345277.044,5345277.044,0.276347213,0.15483274,0.269922611,0.4560419
Delta,NGA,10313483,2010,all_age,4401784.724,4401784.724,0.201380118,0.115470214,0.196584171,0.324773479
Oyo,NGA,10313522,2010,all_age,6153332.492,6153332.492,0.414307585,0.26509378,0.408300886,0.610258996
Plateau,NGA,10313750,2010,all_age,5161573.529,5161573.529,0.501855483,0.350540102,0.49108608,0.670501073
Akwa Ibom,NGA,10313817,2010,all_age,3731344.42,3731344.42,0.350675382,0.204275608,0.347273523,0.552861325
Lagos,NGA,10313859,2010,all_age,8573055.876,8573055.876,0.117775689,0.067965098,0.11805273,0.178489459
Gombe,NGA,10313923,2010,all_age,2758513.304,2758513.304,0.396020399,0.226490114,0.384428595,0.611735743
Kwara,NGA,10314245,2010,all_age,2654570.001,2654570.001,0.439525379,0.287663117,0.438246034,0.631657186
Ekiti,NGA,10314343,2010,all_age,2319304.751,2319304.751,0.331744368,0.201653816,0.334135953,0.488262627
Yobe,NGA,10314496,2010,all_age,2989161.434,2989161.434,0.405686525,0.225303041,0.389304737,0.661653323
Kebbi,NGA,10314662,2010,all_age,3919626.041,3919626.041,0.574183573,0.387012576,0.569041557,0.791676937
Cross River,NGA,10314810,2010,all_age,3018432.155,3018432.155,0.393689542,0.234422174,0.394374889,0.599963412
Nasarawa,NGA,10314878,2010,all_age,2774818.067,2774818.067,0.41211299,0.256520703,0.407189225,0.591503182
Katsina,NGA,10314910,2010,all_age,7187565.264,7187565.264,0.587131578,0.368273022,0.57208756,0.847692114
Benue,NGA,10314912,2010,all_age,5791563.518,5791563.518,0.456558024,0.285714647,0.451184401,0.643141303
Kaduna,NGA,10315174,2010,all_age,7490955.149,7490955.149,0.390391422,0.255946674,0.376776825,0.58022433
Kogi,NGA,10315316,2010,all_age,3353745.765,3353745.765,0.383561365,0.230459377,0.374840982,0.576712688
Imo,NGA,10315365,2010,all_age,5727163.898,5727163.898,0.27442492,0.158236742,0.26983852,0.437063488
Sokoto,NGA,10315512,2010,all_age,4728105.365,4728105.365,0.467126875,0.260352023,0.458710673,0.73173505
Enugu,NGA,10315516,2010,all_age,3975219.032,3975219.032,0.295482447,0.174816798,0.289896444,0.477109052
Niger,NGA,10315577,2010,all_age,5741426.33,5741426.33,0.376832975,0.248528391,0.368832725,0.533334403
Bauchi,NGA,10315631,2010,all_age,5534994.75,5534994.75,0.521919784,0.351301687,0.512391456,0.737359527
Jigawa,NGA,10315654,2010,all_age,4999312.639,4999312.639,0.390770423,0.244501869,0.379644495,0.598644491
Rivers,NGA,10315660,2010,all_age,5147514.549,5147514.549,0.256202648,0.143707715,0.2534694,0.427979739
Taraba,NGA,10315664,2010,all_age,3723722.937,3723722.937,0.393755098,0.246341369,0.384995229,0.552429914
Ondo,NGA,10315731,2010,all_age,3309892.117,3309892.117,0.391159083,0.25078117,0.388912894,0.571086095
Adamawa,NGA,10315851,2010,all_age,3484921.441,3484921.441,0.220655564,0.139341362,0.213672064,0.33747818
Borno,NGA,10316414,2010,all_age,4575167.164,4575167.164,0.280201531,0.163569458,0.265559286,0.448017788
Edo,NGA,10312855,2011,all_age,3659664.97,3659664.97,0.339884054,0.202506481,0.329032208,0.512108371
Kano,NGA,10312921,2011,all_age,12162107.16,12162107.16,0.415609111,0.282630039,0.397942324,0.614964991
Bayelsa,NGA,10312967,2011,all_age,1410156.46,1410156.46,0.244833905,0.125254062,0.241153375,0.417040755
Zamfara,NGA,10312979,2011,all_age,3726220.222,3726220.222,0.617082887,0.387431342,0.608114074,0.864861932
Ebonyi,NGA,10313027,2011,all_age,2737519.509,2737519.509,0.420958359,0.24930517,0.420646056,0.661212701
Ogun,NGA,10313043,2011,all_age,6386746.207,6386746.207,0.253599615,0.152945549,0.256214816,0.373225576
Federal Capital Territory,NGA,10313058,2011,all_age,2681063.073,2681063.073,0.167983315,0.097060744,0.16485752,0.258031804
Abia,NGA,10313078,2011,all_age,3727805.655,3727805.655,0.279274863,0.157061015,0.278706895,0.465288029
Osun,NGA,10313126,2011,all_age,4081629.882,4081629.882,0.400892162,0.260132566,0.396814726,0.596240818
Anambra,NGA,10313334,2011,all_age,5550766.931,5550766.931,0.229375492,0.128727857,0.226535421,0.375070098
Delta,NGA,10313483,2011,all_age,4423236.381,4423236.381,0.189334417,0.105417579,0.184653081,0.298399418
Oyo,NGA,10313522,2011,all_age,6168869.197,6168869.197,0.385972348,0.24385741,0.380648623,0.579576828
Plateau,NGA,10313750,2011,all_age,5740965.912,5740965.912,0.485842547,0.334674462,0.47792798,0.657718805
Akwa Ibom,NGA,10313817,2011,all_age,3604698.498,3604698.498,0.29419199,0.161674572,0.291415663,0.472478287
Lagos,NGA,10313859,2011,all_age,8293092.563,8293092.563,0.096300904,0.056653964,0.095122084,0.141686591
Gombe,NGA,10313923,2011,all_age,2815630.103,2815630.103,0.365988692,0.206960198,0.360427037,0.579278452
Kwara,NGA,10314245,2011,all_age,2707025.189,2707025.189,0.402702142,0.253898877,0.400989048,0.577315138
Ekiti,NGA,10314343,2011,all_age,2260842.569,2260842.569,0.302624631,0.185326802,0.305862962,0.443667877
Yobe,NGA,10314496,2011,all_age,3110851.368,3110851.368,0.374311874,0.196646534,0.352719428,0.626874407
Kebbi,NGA,10314662,2011,all_age,4021312.459,4021312.459,0.577661857,0.377901068,0.572281029,0.800500503
Cross River,NGA,10314810,2011,all_age,2979227.486,2979227.486,0.364023745,0.216021437,0.361144125,0.568137714
Nasarawa,NGA,10314878,2011,all_age,3025924.972,3025924.972,0.391365683,0.239952413,0.390295168,0.567602827
Katsina,NGA,10314910,2011,all_age,7428988.263,7428988.263,0.579209366,0.352259393,0.565062266,0.837214638
Benue,NGA,10314912,2011,all_age,6175773.618,6175773.618,0.425573836,0.263891684,0.419357025,0.612681426
Kaduna,NGA,10315174,2011,all_age,7764836.21,7764836.21,0.361882499,0.228528469,0.350490378,0.543981428
Kogi,NGA,10315316,2011,all_age,3338784.982,3338784.982,0.320064118,0.1849267,0.308394041,0.496039271
Imo,NGA,10315365,2011,all_age,6175124.398,6175124.398,0.213718105,0.121119189,0.212211357,0.334147262
Sokoto,NGA,10315512,2011,all_age,4936889.886,4936889.886,0.509651447,0.275647879,0.499518722,0.782913137
Enugu,NGA,10315516,2011,all_age,4100127.048,4100127.048,0.26590239,0.150837105,0.260141977,0.429863075
Niger,NGA,10315577,2011,all_age,6202223.874,6202223.874,0.339707605,0.220642452,0.335726562,0.480922339
Bauchi,NGA,10315631,2011,all_age,5658339.743,5658339.743,0.464474832,0.310074025,0.454117186,0.677695287
Jigawa,NGA,10315654,2011,all_age,5063927.916,5063927.916,0.367272013,0.231940715,0.359583855,0.544812004
Rivers,NGA,10315660,2011,all_age,5055742.059,5055742.059,0.229168518,0.124612662,0.2300845,0.379773288
Taraba,NGA,10315664,2011,all_age,4062024.731,4062024.731,0.368941212,0.223146291,0.364666057,0.529207092
Ondo,NGA,10315731,2011,all_age,3370645.192,3370645.192,0.376320625,0.238128821,0.372401605,0.549132448
