Name,ISO3,ID,Year,Age,Pop,PAR,incidence_rate_all_age_rmean,incidence_rate_all_age_LCI,incidence_rate_all_age_median,incidence_rate_all_age_UCI
Adamawa,NGA,10315851,2017,all_age,3523356.763,3523356.763,0.275268149,0.180728687,0.264948106,0.414334184
Borno,NGA,10316414,2017,all_age,4565156.888,4565156.888,0.248280012,0.138293762,0.236163937,0.412938233
Edo,NGA,10312855,2018,all_age,3801309.439,3801309.439,0.266306479,0.158853815,0.26088799,0.427387433
Kano,NGA,10312921,2018,all_age,15431829.99,15431829.99,0.412918335,0.263932753,0.392981705,0.623795073
Bayelsa,NGA,10312967,2018,all_age,934869.7335,934869.7335,0.246490998,0.137875509,0.243384418,0.391144827
Zamfara,NGA,10312979,2018,all_age,3876705.557,3876705.557,0.375622982,0.233628943,0.371509416,0.57542357
Ebonyi,NGA,10313027,2018,all_age,3247328.849,3247328.849,0.298072881,0.172215766,0.295980579,0.471180829
Ogun,NGA,10313043,2018,all_age,11106058.3,11106058.3,0.267304302,0.161778467,0.266037205,0.411026868
Federal Capital Territory,NGA,10313058,2018,all_age,5425816.793,5425816.793,0.248649118,0.14752146,0.244125647,0.380690292
Abia,NGA,10313078,2018,all_age,4754716.712,4754716.712,0.239502238,0.138100927,0.237089585,0.38966566
Osun,NGA,10313126,2018,all_age,4482077.14,4482077.14,0.327180111,0.204894371,0.321920701,0.507399797
Anambra,NGA,10313334,2018,all_age,6890546.618,6890546.618,0.17138241,0.101402742,0.169052291,0.261465911
Delta,NGA,10313483,2018,all_age,4411183.838,4411183.838,0.238431177,0.136240151,0.232105626,0.381618361
Oyo,NGA,10313522,2018,all_age,6055243.835,6055243.835,0.294246788,0.182365439,0.288076057,0.450937326
Plateau,NGA,10313750,2018,all_age,10942866.69,10942866.69,0.257271307,0.167301196,0.249482923,0.382283809
Akwa Ibom,NGA,10313817,2018,all_age,2778957.861,2778957.861,0.268944197,0.151795779,0.266557122,0.426781165
Lagos,NGA,10313859,2018,all_age,6483299.495,6483299.495,0.164512339,0.097965095,0.165122407,0.243762465
Gombe,NGA,10313923,2018,all_age,3171995.207,3171995.207,0.353940155,0.222051587,0.343537731,0.525716137
Kwara,NGA,10314245,2018,all_age,3032094.617,3032094.617,0.302285929,0.190959883,0.299353532,0.433977726
Ekiti,NGA,10314343,2018,all_age,1868157.853,1868157.853,0.324651302,0.201627756,0.314882253,0.483890751
Yobe,NGA,10314496,2018,all_age,3933444.153,3933444.153,0.280904455,0.171856964,0.276767734,0.46208018
Kebbi,NGA,10314662,2018,all_age,4650962.809,4650962.809,0.556295066,0.389432343,0.541495347,0.776287466
Cross River,NGA,10314810,2018,all_age,2641443.62,2641443.62,0.271170917,0.158001734,0.270673111,0.427556511
Nasarawa,NGA,10314878,2018,all_age,5098919.618,5098919.618,0.252707203,0.162107195,0.248707372,0.374305244
Katsina,NGA,10314910,2018,all_age,9075908.168,9075908.168,0.360794197,0.21417042,0.347643969,0.560965466
Benue,NGA,10314912,2018,all_age,9073750.419,9073750.419,0.240308871,0.14385778,0.239813162,0.365759306
Kaduna,NGA,10315174,2018,all_age,9583769.99,9583769.99,0.340643266,0.227801413,0.332633934,0.49407378
Kogi,NGA,10315316,2018,all_age,3129810.228,3129810.228,0.307326352,0.188501199,0.301691238,0.47995449
Imo,NGA,10315365,2018,all_age,9804007.412,9804007.412,0.212384722,0.122659941,0.207759441,0.349468374
Sokoto,NGA,10315512,2018,all_age,6420981.407,6420981.407,0.408439934,0.264406326,0.397562631,0.612924857
Enugu,NGA,10315516,2018,all_age,4874472.547,4874472.547,0.214909084,0.125139971,0.210012737,0.330177812
Niger,NGA,10315577,2018,all_age,9990054.484,9990054.484,0.368914519,0.243640833,0.363284557,0.530898647
Bauchi,NGA,10315631,2018,all_age,6432464.895,6432464.895,0.357960677,0.238406586,0.34915442,0.5367725
Jigawa,NGA,10315654,2018,all_age,5406599.133,5406599.133,0.398949644,0.238042777,0.387702182,0.61100446
Rivers,NGA,10315660,2018,all_age,4385640.836,4385640.836,0.195962797,0.113537141,0.193715117,0.309342553
Taraba,NGA,10315664,2018,all_age,7027684.629,7027684.629,0.290648354,0.179959009,0.282724543,0.45031104
Ondo,NGA,10315731,2018,all_age,3680525.994,3680525.994,0.325866533,0.201298036,0.322583314,0.513636548
Adamawa,NGA,10315851,2018,all_age,3519437.749,3519437.749,0.262327425,0.175866433,0.253621273,0.392998585
Borno,NGA,10316414,2018,all_age,4561849.92,4561849.92,0.260706801,0.149900557,0.253425462,0.419303797
Edo,NGA,10312855,2019,all_age,3809306.48,3809306.48,0.258418311,0.148629947,0.25174963,0.411191779
Kano,NGA,10312921,2019,all_age,15908679.27,15908679.27,0.403740534,0.250506957,0.390724008,0.657599149
Bayelsa,NGA,10312967,2019,all_age,886659.8808,886659.8808,0.248143017,0.129509176,0.245322788,0.414808191
Zamfara,NGA,10312979,2019,all_age,3900504.272,3900504.272,0.332300172,0.190160273,0.330222517,0.534822289
Ebonyi,NGA,10313027,2019,all_age,3307903.121,3307903.121,0.304105813,0.169355718,0.296558038,0.500485102
Ogun,NGA,10313043,2019,all_age,11845300.14,11845300.14,0.279183159,0.167431622,0.274632101,0.425688005
Federal Capital Territory,NGA,10313058,2019,all_age,5898608.043,5898608.043,0.265502311,0.151201671,0.255482559,0.425755376
Abia,NGA,10313078,2019,all_age,4886990.204,4886990.204,0.267617735,0.151056408,0.260965369,0.447194137
Osun,NGA,10313126,2019,all_age,4520665.068,4520665.068,0.328139375,0.207190348,0.319781722,0.520642111
Anambra,NGA,10313334,2019,all_age,7059417.343,7059417.343,0.183198819,0.102900971,0.176237454,0.288982976
Delta,NGA,10313483,2019,all_age,4395502.999,4395502.999,0.244276508,0.128856438,0.240924519,0.407230569
Oyo,NGA,10313522,2019,all_age,6025175.368,6025175.368,0.300166431,0.181656525,0.292691011,0.464734273
Plateau,NGA,10313750,2019,all_age,11791759.84,11791759.84,0.26830183,0.165941831,0.257573373,0.412892404
Akwa Ibom,NGA,10313817,2019,all_age,2689874.874,2689874.874,0.287343149,0.161272925,0.282700739,0.473003574
Lagos,NGA,10313859,2019,all_age,6283620.58,6283620.58,0.176053149,0.10251961,0.173354494,0.262367163
Gombe,NGA,10313923,2019,all_age,3222797.632,3222797.632,0.352186531,0.207885495,0.339815612,0.540798557
Kwara,NGA,10314245,2019,all_age,3068643.255,3068643.255,0.309312755,0.184326526,0.300731884,0.47156761
Ekiti,NGA,10314343,2019,all_age,1821783.002,1821783.002,0.329383345,0.191465996,0.31899693,0.51828513
Yobe,NGA,10314496,2019,all_age,4050288.297,4050288.297,0.278141195,0.160506116,0.272295674,0.442866793
Kebbi,NGA,10314662,2019,all_age,4738135.572,4738135.572,0.487247449,0.299248531,0.473411182,0.706196389
Cross River,NGA,10314810,2019,all_age,2596009.564,2596009.564,0.2795333,0.15810412,0.274052547,0.444552139
Nasarawa,NGA,10314878,2019,all_age,5422734.304,5422734.304,0.255804888,0.152526412,0.247724747,0.405075185
Katsina,NGA,10314910,2019,all_age,9322181.109,9322181.109,0.345363878,0.187243584,0.334007871,0.555806827
Benue,NGA,10314912,2019,all_age,9478500.115,9478500.115,0.243045098,0.139140843,0.239667841,0.386462045
Kaduna,NGA,10315174,2019,all_age,9830114.755,9830114.755,0.358913044,0.229902293,0.349296826,0.531189384
Kogi,NGA,10315316,2019,all_age,3096590.147,3096590.147,0.314274129,0.18769877,0.305472196,0.484013197
Imo,NGA,10315365,2019,all_age,10347340.9,10347340.9,0.239448887,0.129803751,0.230630015,0.389187031
Sokoto,NGA,10315512,2019,all_age,6641189.303,6641189.303,0.349239285,0.213386468,0.340388569,0.550596179
Enugu,NGA,10315516,2019,all_age,4962785.339,4962785.339,0.224891446,0.128824693,0.21606862,0.362257116
Niger,NGA,10315577,2019,all_age,10576098.84,10576098.84,0.366732829,0.222583447,0.356637808,0.563302931
Bauchi,NGA,10315631,2019,all_age,6544637.626,6544637.626,0.376610264,0.244418889,0.363275747,0.571044267
Jigawa,NGA,10315654,2019,all_age,5461705.901,5461705.901,0.386215104,0.231392144,0.373340772,0.642025628
Rivers,NGA,10315660,2019,all_age,4298489.909,4298489.909,0.208355562,0.114788169,0.203964283,0.352030079
Taraba,NGA,10315664,2019,all_age,7510436.38,7510436.38,0.289168403,0.181264984,0.278482852,0.444294327
Ondo,NGA,10315731,2019,all_age,3707960.907,3707960.907,0.316010313,0.192382123,0.306415049,0.499589986
Adamawa,NGA,10315851,2019,all_age,3514816.292,3514816.292,0.261125004,0.161473168,0.252556404,0.410987755
Borno,NGA,10316414,2019,all_age,4559989.508,4559989.508,0.267299023,0.145109541,0.262297245,0.433457816
Edo,NGA,10312855,2020,all_age,3814858.452,3814858.452,0.253189694,0.107351823,0.239569781,0.427199938
Kano,NGA,10312921,2020,all_age,16392386.65,16392386.65,0.403474569,0.189290155,0.380197335,0.72187304
Bayelsa,NGA,10312967,2020,all_age,844101.112,844101.112,0.264933736,0.101099416,0.25582307,0.489566563
Zamfara,NGA,10312979,2020,all_age,3926873.373,3926873.373,0.322874369,0.138707529,0.305965889,0.55900242
Ebonyi,NGA,10313027,2020,all_age,3366114.155,3366114.155,0.323711403,0.140972817,0.308883614,0.580393493
Ogun,NGA,10313043,2020,all_age,12587318.63,12587318.63,0.282178465,0.150733231,0.272252702,0.449601767
Federal Capital Territory,NGA,10313058,2020,all_age,6388804.922,6388804.922,0.281271878,0.119143794,0.264999888,0.516293674
Abia,NGA,10313078,2020,all_age,5015704.202,5015704.202,0.310694633,0.141600062,0.299931324,0.52214381
Osun,NGA,10313126,2020,all_age,4559957.961,4559957.961,0.330353004,0.180869568,0.313878687,0.552478603
Anambra,NGA,10313334,2020,all_age,7215133.805,7215133.805,0.205478016,0.091629701,0.196421823,0.383339024
Delta,NGA,10313483,2020,all_age,4382780.112,4382780.112,0.248107131,0.102434829,0.235619127,0.465169181
Oyo,NGA,10313522,2020,all_age,5991929.12,5991929.12,0.311782534,0.161722311,0.300246881,0.520600844
Plateau,NGA,10313750,2020,all_age,12656645.05,12656645.05,0.295203426,0.160598495,0.275389937,0.501523192
Akwa Ibom,NGA,10313817,2020,all_age,2603483.948,2603483.948,0.313101399,0.147616186,0.306641687,0.541009268
Lagos,NGA,10313859,2020,all_age,6095812.236,6095812.236,0.175918148,0.084036609,0.167696449,0.319737838
Gombe,NGA,10313923,2020,all_age,3272938.967,3272938.967,0.368225964,0.186008335,0.345045518,0.619987792
Kwara,NGA,10314245,2020,all_age,3099312.802,3099312.802,0.319510015,0.162197683,0.310086518,0.541208225
Ekiti,NGA,10314343,2020,all_age,1777387.85,1777387.85,0.329323494,0.163652328,0.317162981,0.547610619
Yobe,NGA,10314496,2020,all_age,4168445.071,4168445.071,0.291662219,0.136149696,0.276848615,0.520780499
Kebbi,NGA,10314662,2020,all_age,4826325.751,4826325.751,0.40621681,0.187668619,0.389057224,0.66605722
Cross River,NGA,10314810,2020,all_age,2553800.675,2553800.675,0.298454628,0.148412042,0.288907336,0.484182673
Nasarawa,NGA,10314878,2020,all_age,5750610.93,5750610.93,0.280371459,0.137918526,0.271575864,0.473577995
Katsina,NGA,10314910,2020,all_age,9572099.069,9572099.069,0.352259929,0.158701507,0.337532133,0.64965408
Benue,NGA,10314912,2020,all_age,9877229.64,9877229.64,0.266852963,0.130678641,0.255771899,0.46947057
Kaduna,NGA,10315174,2020,all_age,10074487.91,10074487.91,0.390917909,0.213320445,0.385320461,0.621440783
Kogi,NGA,10315316,2020,all_age,3064340.409,3064340.409,0.312678427,0.158563668,0.301406276,0.524872912
Imo,NGA,10315365,2020,all_age,10890498.52,10890498.52,0.284959071,0.121487298,0.275508556,0.509241737
Sokoto,NGA,10315512,2020,all_age,6866582.454,6866582.454,0.310183509,0.133726953,0.292537134,0.579334715
Enugu,NGA,10315516,2020,all_age,5043547.319,5043547.319,0.238390362,0.111511462,0.222561051,0.44136221
Niger,NGA,10315577,2020,all_age,11167561.64,11167561.64,0.361861761,0.194362906,0.348587324,0.61528869
Bauchi,NGA,10315631,2020,all_age,6661590.889,6661590.889,0.400463555,0.234589774,0.381397211,0.663589341
Jigawa,NGA,10315654,2020,all_age,5522636.262,5522636.262,0.383099768,0.186392816,0.36270185,0.717649682
Rivers,NGA,10315660,2020,all_age,4215112.622,4215112.622,0.235989777,0.100720018,0.224751978,0.434073957
Taraba,NGA,10315664,2020,all_age,8005021.181,8005021.181,0.30691076,0.175442907,0.296913122,0.520561376
Ondo,NGA,10315731,2020,all_age,3735301.715,3735301.715,0.309242231,0.148327709,0.293927765,0.51556876
Adamawa,NGA,10315851,2020,all_age,3509909.079,3509909.079,0.283043618,0.144686142,0.276893238,0.501184517
Borno,NGA,10316414,2020,all_age,4558711.608,4558711.608,0.289265163,0.13335647,0.275433309,0.53085981
Edo,NGA,10312855,2021,all_age,3819171.444,3819171.444,0.246923282,0.104096784,0.233392898,0.419073708
Kano,NGA,10312921,2021,all_age,16881861.75,16881861.75,0.39791712,0.186044593,0.374650442,0.715334114
Bayelsa,NGA,10312967,2021,all_age,803945.5828,803945.5828,0.257051637,0.098332349,0.248012053,0.476140482
Zamfara,NGA,10312979,2021,all_age,3956280.133,3956280.133,0.317317451,0.135887197,0.301040112,0.551803423
Ebonyi,NGA,10313027,2021,all_age,3421663.128,3421663.128,0.317457761,0.138335544,0.302351485,0.570290098
Ogun,NGA,10313043,2021,all_age,13335223.11,13335223.11,0.279885235,0.150135676,0.270238958,0.444580616
Federal Capital Territory,NGA,10313058,2021,all_age,6895767.451,6895767.451,0.269435816,0.114008854,0.254176397,0.499385136
Abia,NGA,10313078,2021,all_age,5139675.713,5139675.713,0.299449093,0.135522738,0.287720201,0.504657203
Osun,NGA,10313126,2021,all_age,4594427.791,4594427.791,0.326456266,0.178431714,0.309871006,0.546389021
Anambra,NGA,10313334,2021,all_age,7367363.889,7367363.889,0.199669969,0.088710533,0.190434428,0.373029075
Delta,NGA,10313483,2021,all_age,4367407.891,4367407.891,0.242314442,0.099723594,0.230002408,0.456310178
Oyo,NGA,10313522,2021,all_age,5958569.182,5958569.182,0.311362429,0.162073785,0.300352638,0.518819855
Plateau,NGA,10313750,2021,all_age,13536429.53,13536429.53,0.286470019,0.155414042,0.266672952,0.487564306
Akwa Ibom,NGA,10313817,2021,all_age,2524548.757,2524548.757,0.300317071,0.140926263,0.293641114,0.523844803
Lagos,NGA,10313859,2021,all_age,5920185.242,5920185.242,0.1748686,0.083775164,0.166778831,0.317097456
Gombe,NGA,10313923,2021,all_age,3324419.041,3324419.041,0.359297386,0.180623891,0.335774398,0.608273664
Kwara,NGA,10314245,2021,all_age,3129073.288,3129073.288,0.311990465,0.157817359,0.302256954,0.532638067
Ekiti,NGA,10314343,2021,all_age,1735484.83,1735484.83,0.324366555,0.161160079,0.310909727,0.540802749
Yobe,NGA,10314496,2021,all_age,4289173.861,4289173.861,0.288691435,0.134607725,0.27389673,0.516454267
Kebbi,NGA,10314662,2021,all_age,4915995.618,4915995.618,0.402891185,0.185892779,0.385435905,0.66210619
Cross River,NGA,10314810,2021,all_age,2512717.132,2512717.132,0.288843388,0.143598827,0.278447307,0.47104097
Nasarawa,NGA,10314878,2021,all_age,6082488.175,6082488.175,0.274143434,0.13496951,0.265083678,0.464269105
Katsina,NGA,10314910,2021,all_age,9828293.761,9828293.761,0.349253502,0.157126462,0.334573842,0.644902751
Benue,NGA,10314912,2021,all_age,10269099.82,10269099.82,0.257196632,0.126450567,0.247008681,0.454316673
Kaduna,NGA,10315174,2021,all_age,10317623.92,10317623.92,0.381740788,0.207162212,0.375096312,0.609197034
Kogi,NGA,10315316,2021,all_age,3032892.548,3032892.548,0.301812043,0.153078171,0.291168737,0.509807108
Imo,NGA,10315365,2021,all_age,11432289.67,11432289.67,0.27521857,0.117128656,0.265066395,0.495284945
Sokoto,NGA,10315512,2021,all_age,7097741.035,7097741.035,0.308234654,0.132682602,0.290475235,0.576081141
Enugu,NGA,10315516,2021,all_age,5119759.868,5119759.868,0.231187282,0.107766324,0.216448115,0.429104297
Niger,NGA,10315577,2021,all_age,11764436.17,11764436.17,0.351524121,0.186703627,0.337652942,0.599304414
Bauchi,NGA,10315631,2021,all_age,6782048.643,6782048.643,0.395595463,0.231102439,0.376758354,0.657783828
Jigawa,NGA,10315654,2021,all_age,5589193.955,5589193.955,0.382113832,0.185908193,0.361787482,0.716023896
Rivers,NGA,10315660,2021,all_age,4134510.249,4134510.249,0.227660639,0.096341122,0.216899785,0.422092135
Taraba,NGA,10315664,2021,all_age,8510436.861,8510436.861,0.299882889,0.171814544,0.289459621,0.508992812
Ondo,NGA,10315731,2021,all_age,3758514.772,3758514.772,0.303979653,0.145794204,0.288761872,0.508071776
Adamawa,NGA,10315851,2021,all_age,3505241.562,3505241.562,0.274242452,0.139675375,0.267444884,0.489030481
Borno,NGA,10316414,2021,all_age,4560696.488,4560696.488,0.288459165,0.133150009,0.274869103,0.528767359
Edo,NGA,10312855,2022,all_age,3823460.578,3823460.578,0.246470468,0.10450214,0.232833588,0.41742836
Kano,NGA,10312921,2022,all_age,17385669.13,17385669.13,0.394088104,0.184105172,0.370967741,0.709973371
Bayelsa,NGA,10312967,2022,all_age,767250.989,767250.989,0.249691144,0.095781443,0.240966884,0.463261615
Zamfara,NGA,10312979,2022,all_age,3989894.082,3989894.082,0.311834271,0.133148378,0.29611222,0.544478524
Ebonyi,NGA,10313027,2022,all_age,3476151.849,3476151.849,0.31136392,0.135696848,0.296006689,0.559892629
Ogun,NGA,10313043,2022,all_age,14091373.39,14091373.39,0.280350004,0.15137722,0.270781945,0.44303035
Federal Capital Territory,NGA,10313058,2022,all_age,7420857.66,7420857.66,0.261820604,0.110661565,0.24683257,0.488035265
Abia,NGA,10313078,2022,all_age,5260751.933,5260751.933,0.291565033,0.131445393,0.278864018,0.492744169
Osun,NGA,10313126,2022,all_age,4627587.795,4627587.795,0.324539089,0.177619972,0.308171838,0.542548451
Anambra,NGA,10313334,2022,all_age,7515504.141,7515504.141,0.193558185,0.085548089,0.184449394,0.362076788
Delta,NGA,10313483,2022,all_age,4353084.673,4353084.673,0.238921201,0.098342827,0.226605568,0.450574404
Oyo,NGA,10313522,2022,all_age,5927419.201,5927419.201,0.312606292,0.163628789,0.30251024,0.519324394
Plateau,NGA,10313750,2022,all_age,14434607.16,14434607.16,0.277008483,0.149761306,0.258047842,0.472300298
Akwa Ibom,NGA,10313817,2022,all_age,2451334.719,2451334.719,0.289708215,0.135586112,0.281682374,0.509729774
Lagos,NGA,10313859,2022,all_age,5757535.657,5757535.657,0.17328688,0.083151498,0.165312409,0.313648504
Gombe,NGA,10313923,2022,all_age,3378252.256,3378252.256,0.35168597,0.176124893,0.328222261,0.597993601
Kwara,NGA,10314245,2022,all_age,3157482.828,3157482.828,0.307417598,0.155431028,0.297248137,0.526672503
Ekiti,NGA,10314343,2022,all_age,1696048.764,1696048.764,0.322794067,0.160882515,0.309113165,0.537416541
Yobe,NGA,10314496,2022,all_age,4414508.853,4414508.853,0.284760947,0.132467684,0.270188687,0.510781291
Kebbi,NGA,10314662,2022,all_age,5008209.933,5008209.933,0.40258577,0.186264504,0.385252179,0.660641777
Cross River,NGA,10314810,2022,all_age,2473970.494,2473970.494,0.279534892,0.139349589,0.268595121,0.458817538
Nasarawa,NGA,10314878,2022,all_age,6419571.111,6419571.111,0.271548204,0.133848325,0.262508232,0.45999927
Katsina,NGA,10314910,2022,all_age,10094176.23,10094176.23,0.347745643,0.156513403,0.333287491,0.641909781
Benue,NGA,10314912,2022,all_age,10658319.89,10658319.89,0.249753756,0.12327299,0.239986753,0.442151218
Kaduna,NGA,10315174,2022,all_age,10563578.95,10563578.95,0.374466963,0.202544444,0.367376739,0.599005534
Kogi,NGA,10315316,2022,all_age,3003144.819,3003144.819,0.296320108,0.150625987,0.28617789,0.500778873
Imo,NGA,10315365,2022,all_age,11975480.7,11975480.7,0.268799931,0.114181504,0.258912475,0.485404694
Sokoto,NGA,10315512,2022,all_age,7336038.734,7336038.734,0.30649586,0.131802199,0.288634115,0.573006681
Enugu,NGA,10315516,2022,all_age,5192292.503,5192292.503,0.226911528,0.105949692,0.212381798,0.420755771
Niger,NGA,10315577,2022,all_age,12371171.3,12371171.3,0.341865572,0.179557626,0.32744399,0.583281584
Bauchi,NGA,10315631,2022,all_age,6908583.947,6908583.947,0.39143288,0.228152057,0.372125373,0.652609865
Jigawa,NGA,10315654,2022,all_age,5663413.581,5663413.581,0.383208765,0.186958929,0.363181015,0.71632225
Rivers,NGA,10315660,2022,all_age,4058165.399,4058165.399,0.220121578,0.092387194,0.20994369,0.410624596
Taraba,NGA,10315664,2022,all_age,9029244.15,9029244.15,0.29063574,0.166681596,0.279759281,0.494345687
Ondo,NGA,10315731,2022,all_age,3780339.892,3780339.892,0.304076933,0.146353447,0.289056263,0.506634235
Adamawa,NGA,10315851,2022,all_age,3502074.384,3502074.384,0.266774424,0.135333218,0.259914472,0.478297933
Borno,NGA,10316414,2022,all_age,4568761.883,4568761.883,0.287124972,0.132706023,0.273741456,0.52580898
Edo,NGA,10312855,2023,all_age,3827954.456,3827954.456,0.24505659,0.104793504,0.231569698,0.414843118
Kano,NGA,10312921,2023,all_age,17905260.82,17905260.82,0.389756389,0.181710961,0.366645956,0.702493523
Bayelsa,NGA,10312967,2023,all_age,732395.1084,732395.1084,0.242511445,0.093373727,0.233806002,0.450424752
Zamfara,NGA,10312979,2023,all_age,4023982.513,4023982.513,0.306441785,0.130731348,0.292069969,0.537202366
Ebonyi,NGA,10313027,2023,all_age,3531878.697,3531878.697,0.304317849,0.132639225,0.288799207,0.547347828
Ogun,NGA,10313043,2023,all_age,14892765.98,14892765.98,0.27802818,0.150388702,0.268844858,0.438256677
Federal Capital Territory,NGA,10313058,2023,all_age,7987661.312,7987661.312,0.253999369,0.107345438,0.23861775,0.475577551
Abia,NGA,10313078,2023,all_age,5385079.313,5385079.313,0.282976759,0.1268661,0.271314748,0.479959455
Osun,NGA,10313126,2023,all_age,4661305.433,4661305.433,0.320134535,0.17542385,0.304023129,0.535089841
Anambra,NGA,10313334,2023,all_age,7667583.76,7667583.76,0.187691973,0.082563349,0.178698756,0.351234402
Delta,NGA,10313483,2023,all_age,4339235.528,4339235.528,0.234816429,0.096754397,0.222920779,0.443622472
Oyo,NGA,10313522,2023,all_age,5897124.088,5897124.088,0.309859326,0.162623051,0.300313658,0.514548617
Plateau,NGA,10313750,2023,all_age,15396674.61,15396674.61,0.267743051,0.144930782,0.248782945,0.456697748
Akwa Ibom,NGA,10313817,2023,all_age,2380511.761,2380511.761,0.280002005,0.130960928,0.272036012,0.49485685
Lagos,NGA,10313859,2023,all_age,5599752.792,5599752.792,0.171292722,0.082216102,0.16350864,0.30896209
Gombe,NGA,10313923,2023,all_age,3433146.803,3433146.803,0.344622753,0.172442043,0.32245121,0.587949749
Kwara,NGA,10314245,2023,all_age,3186444.052,3186444.052,0.30233118,0.152844785,0.291977908,0.519474178
Ekiti,NGA,10314343,2023,all_age,1657609.43,1657609.43,0.318317821,0.158833195,0.303505134,0.531339993
Yobe,NGA,10314496,2023,all_age,4544077.075,4544077.075,0.280113817,0.130390096,0.265580868,0.503738502
Kebbi,NGA,10314662,2023,all_age,5102284.526,5102284.526,0.401333485,0.186332713,0.384161572,0.65864575
Cross River,NGA,10314810,2023,all_age,2436118.769,2436118.769,0.270854533,0.135593158,0.260624637,0.447803143
Nasarawa,NGA,10314878,2023,all_age,6776069.431,6776069.431,0.268369296,0.132289414,0.259662369,0.454624415
Katsina,NGA,10314910,2023,all_age,10367414.47,10367414.47,0.345350707,0.155022378,0.331755525,0.637785335
Benue,NGA,10314912,2023,all_age,11064391.48,11064391.48,0.243385944,0.120036102,0.23422193,0.431373531
Kaduna,NGA,10315174,2023,all_age,10815951.84,10815951.84,0.36617779,0.19798994,0.357447487,0.587413952
Kogi,NGA,10315316,2023,all_age,2974180.375,2974180.375,0.291953214,0.148563123,0.281822628,0.492807532
Imo,NGA,10315365,2023,all_age,12545858.08,12545858.08,0.262715545,0.111585733,0.252022829,0.474936744
Sokoto,NGA,10315512,2023,all_age,7582462.236,7582462.236,0.304092884,0.130776028,0.28736118,0.569667643
Enugu,NGA,10315516,2023,all_age,5266984.939,5266984.939,0.221447812,0.10318411,0.20687365,0.411183985
Niger,NGA,10315577,2023,all_age,13010388.96,13010388.96,0.332128949,0.172808046,0.319028571,0.565850838
Bauchi,NGA,10315631,2023,all_age,7037678.791,7037678.791,0.386139848,0.22393981,0.366833415,0.646240852
Jigawa,NGA,10315654,2023,all_age,5739098.441,5739098.441,0.382785966,0.18730607,0.362302116,0.714037062
Rivers,NGA,10315660,2023,all_age,3983641.253,3983641.253,0.212638825,0.08862533,0.202671758,0.399456493
Taraba,NGA,10315664,2023,all_age,9580451.895,9580451.895,0.281101847,0.161016546,0.269364701,0.478765024
Ondo,NGA,10315731,2023,all_age,3802621.786,3802621.786,0.302797485,0.146588523,0.288264037,0.503317398
Adamawa,NGA,10315851,2023,all_age,3499661.744,3499661.744,0.259942389,0.131764028,0.253154035,0.468326346
Borno,NGA,10316414,2023,all_age,4577623.044,4577623.044,0.283595811,0.131403127,0.270295304,0.519064448